number,country,points,price,province,region_1,region_2,title,variety,winery,taste,array
945,US,95,47.0,California,Sonoma Valley,Sonoma,Carlisle++Monte+Rosso+Vineyard+Zinfandel+,Zinfandel,Carlisle,red-rich-and-intense,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]"
946,France,95,105.0,Burgundy,Chablis,,William+Fèvre++Valmur+Grand+Cru++,Chardonnay,William Fèvre,red-bold-and-structured,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
947,US,95,50.0,California,Russian River Valley,Sonoma,J+Vineyards+&+Winery++Vintage+Brut+Sparkling+,Sparkling Blend,J Vineyards & Winery,white-aromatic-and-floral,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
948,US,95,100.0,California,Sonoma Coast,Sonoma,Freestone++Pastorale+Vineyard+Chardonnay+,Chardonnay,Freestone,red-savory-and-classic,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]"
949,Italy,95,32.0,Piedmont,Gattinara,,Vallana+++Gattinar,Nebbiolo,Vallana,,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
950,US,95,60.0,Oregon,Dundee Hills,Willamette Valley,Ayoub++Estate+Vineyard+Pinot+Noir+,Pinot Noir,Ayoub,,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
951,ETC,95,35.0,Mosel,,,S.A.+Prüm++Wehlener+Sonnenuhr+Spätlese+Grosse+Lage+Riesling+,Riesling,S.A. Prüm,red-light-and-perfumed,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
952,France,95,50.0,Alsace,Alsace,,René+Muré++Clos+Saint+Landelin+Vorbourg+Grand+Cru+Riesling+,Riesling,René Muré,red-light-and-perfumed,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
953,ETC,95,50.0,Mosel,,,Reichsgraf+von+Kesselstatt++Piesporter+Goldtröpfchen+GG+Trocken+Riesling+,Riesling,Reichsgraf von Kesselstatt,,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
954,Australia,95,60.0,South Australia,Clare Valley,,Wakefield++St.+Andrews+Single+Vineyard+Release+Shiraz+,Shiraz,Wakefield,red-light-and-perfumed,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
955,France,95,50.0,Alsace,Alsace,,René+Muré++Clos+Saint+Landelin+Vorbourg+Grand+Cru+Riesling+,Riesling,René Muré,red-savory-and-classic,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
956,ETC,95,100.0,Douro,,,Quinta+dos+Murças++VV++Red+,Portuguese Red,Quinta dos Murças,red-savory-and-classic,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]"
957,ETC,95,80.0,Douro,,,Quinta+da+Foz++Grande+Reserva+Red+,Portuguese Red,Quinta da Foz,red-light-and-perfumed,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
958,France,95,75.0,Alsace,Alsace,,Domaine+Schoffit++Rangen+Grand+Cru+Clos+Saint+Théobald+Sélection+de+Grains+Nobles+Gewurztraminer+,Gewürztraminer,Domaine Schoffit,white-green-and-flinty,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
959,Spain,95,65.0,Northern Spain,Toro,,Teso+La+Monja++Victorino++,Tinta de Toro,Teso La Monja,,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
960,Australia,95,84.0,Western Australia,Margaret River,,Moss+Wood++Cabernet+Sauvignon+,Cabernet Sauvignon,Moss Wood,red-bold-and-structured,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
961,US,95,90.0,California,Sta. Rita Hills,Central Coast,Sandhi++Bentrock+Chardonnay+,Chardonnay,Sandhi,white-aromatic-and-floral,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
962,Italy,95,59.0,Piedmont,Barbaresco,,Rizzi++Pajorè++,Nebbiolo,Rizzi,red-rich-and-intense,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
963,France,95,0.0,Burgundy,Bâtard-Montrachet,,Louis+Latour+++Bâtard-Montrache,Chardonnay,Louis Latour,red-bold-and-structured,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
964,France,95,0.0,Burgundy,Chablis,,Domaine+Laroche++Les+Blanchots+Grand+Cru++,Chardonnay,Domaine Laroche,white-buttery-and-complex,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
965,France,95,90.0,Alsace,Alsace,,Domaine+Schoffit++Rangen+Grand+Cru+Clos+Saint+Théobald+Sélection+de+Grains+Nobles+Larme+de+Lave+Pinot+Gris+,Pinot Gris,Domaine Schoffit,,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
966,ETC,95,35.0,Burgenland,,,Kracher++Beerenauslese+Cuvée+White+,Austrian white blend,Kracher,red-light-and-perfumed,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
967,US,95,100.0,California,St. Helena,Napa,Sabina+Vineyards++Estate+Cabernet+Sauvignon+,Cabernet Sauvignon,Sabina Vineyards,white-tropical-and-balanced,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]"
968,US,95,50.0,California,Napa Valley,Napa,Grgich+Hills++Essence+Estate+Grown+Sauvignon+Blanc+,Sauvignon Blanc,Grgich Hills,white-dry-and-nutty,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]"
969,US,95,200.0,California,Rutherford,Napa,Hall++Exzellenz+Sacrashe+Vineyard+Cabernet+Sauvignon+,Cabernet Sauvignon,Hall,white-dry-and-nutty,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]"
970,Spain,95,100.0,Northern Spain,Toro,,Campo+Eliseo+++Tor,Tinta de Toro,Campo Eliseo,white-green-and-flinty,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
971,US,95,55.0,Washington,Washington,Washington Other,K+Vintners++The+Creator+Red+,Red Blend,K Vintners,red-bold-and-structured,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
972,US,95,50.0,California,Carneros,Napa-Sonoma,Gloria+Ferrer++Carneros+Cuvée+Sparkling+,Sparkling Blend,Gloria Ferrer,white-aromatic-and-floral,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
973,US,95,65.0,California,Napa Valley,Napa,Duckhorn++Cabernet+Sauvignon+,Cabernet Sauvignon,Duckhorn,white-green-and-flinty,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]"
974,US,95,60.0,California,Sonoma Valley,Sonoma,Ravenswood++Old+Hill+Zinfandel+,Zinfandel,Ravenswood,red-light-and-perfumed,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
975,France,95,0.0,Champagne,Champagne,,Deutz++Amour+de+Deutz+Brut+Chardonnay+,Chardonnay,Deutz,white-green-and-flinty,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
976,US,95,38.0,California,Russian River Valley,Sonoma,Dutton+Estate++Dutton+Ranch+Karmen+Isabella+Pinot+Noir+,Pinot Noir,Dutton Estate,white-buttery-and-complex,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
977,US,95,90.0,California,Carneros,Napa-Sonoma,Etude++Heirloom+Estate+Grown+Pinot+Noir+,Pinot Noir,Etude,red-bold-and-structured,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
978,US,95,100.0,California,Oakville,Napa,Etude++Cabernet+Sauvignon+,Cabernet Sauvignon,Etude,,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
979,US,95,78.0,California,Russian River Valley,Sonoma,Arista++Two+Birds+Estate+Grown+Pinot+Noir+,Pinot Noir,Arista,white-tropical-and-balanced,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]"
980,Italy,95,125.0,Piedmont,Barolo,,Giuseppe+Rinaldi++Tre+Tine++,Nebbiolo,Giuseppe Rinaldi,red-light-and-perfumed,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
981,US,95,60.0,Oregon,Willamette Valley,Willamette Valley,Ponzi++Avellana+Chardonnay+,Chardonnay,Ponzi,red-light-and-perfumed,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
982,France,95,50.0,Loire Valley,Sancerre,,Henri+Bourgeois++Sancerre+Jadis++,Sauvignon Blanc,Henri Bourgeois,white-buttery-and-complex,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
983,Italy,95,55.0,Tuscany,Chianti Classico,,Monteraponi++Il+Campitello+Riserva++,Red Blend,Monteraponi,red-light-and-perfumed,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
984,US,95,24.0,Oregon,Oregon,Oregon Other,Sineann++Riesling+,Riesling,Sineann,white-aromatic-and-floral,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
985,France,95,279.0,Burgundy,Echézeaux,,Domaine+Faiveley+++Echézeau,Pinot Noir,Domaine Faiveley,red-rich-and-intense,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
986,US,95,42.0,Oregon,Willamette Valley,,Fairsing++Chardonna,Chardonnay,Fairsing,red-light-and-perfumed,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
987,France,95,110.0,Champagne,Champagne,,Pehu-Simonet++Face+Nord+Millésime+Grand+Cru+Brut++,Champagne Blend,Pehu-Simonet,red-savory-and-classic,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
988,US,95,36.0,Oregon,Columbia Gorge (OR),Oregon Other,Sineann++Wy'east+Pinot+Noir+,Pinot Noir,Sineann,red-bold-and-structured,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
989,ETC,95,79.0,Rheinhessen,,,Thörle++Saulheimer+Hölle+Beerenauslese+Riesling+,Riesling,Thörle,red-savory-and-classic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]"
990,ETC,95,0.0,Niederösterreich,,,Bründlmayer++Steinmassel+Trockenbeerenauslese+Riesling+,Riesling,Bründlmayer,red-rich-and-intense,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]"
991,US,95,175.0,California,Napa Valley,Napa,David+Arthur++Elevation+'+Cabernet+Sauvignon+,Cabernet Sauvignon,David Arthur,red-light-and-perfumed,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
992,US,95,25.0,Washington,Columbia Valley (WA),Columbia Valley,Buty++Sémillon-Sauvignon-Muscadelle+Semillon-Sauvignon+Blanc+,Semillon-Sauvignon Blanc,Buty,,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
993,US,95,85.0,California,Napa Valley,Napa,Venge++Bone+Ash+Vineyard+Cabernet+Sauvignon+,Cabernet Sauvignon,Venge,,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
994,France,95,150.0,Champagne,Champagne,,Perrier+Jouët++Belle+Epoque+Brut++,Champagne Blend,Perrier Jouët,white-tropical-and-balanced,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
995,France,95,195.0,Burgundy,Corton,,Faiveley++Clos+des+Cortons++,Pinot Noir,Faiveley,white-green-and-flinty,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
996,Argentina,95,48.0,Mendoza Province,Valle de Uco,,Alta+Vista++Single+Vineyard+Temis+Malbec+,Malbec,Alta Vista,red-bold-and-structured,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
997,US,95,115.0,California,Fort Ross-Seaview,Sonoma,Wayfarer++Estate+Grown+Golden+Mean+Pinot+Noir+,Pinot Noir,Wayfarer,,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
998,France,95,249.0,Champagne,Champagne,,Louis+Roederer++Cristal+Brut++,Champagne Blend,Louis Roederer,red-savory-and-classic,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
999,ETC,95,90.0,Douro,,,Quinta+Vale+Dona+Maria++Vinha+da+Francisca+Red+,Portuguese Red,Quinta Vale Dona Maria,white-tropical-and-balanced,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0]"
1000,Argentina,95,62.0,Mendoza Province,Mendoza,,Finca+Perdriel++Vineyard+Selection+Red+,Bordeaux-style Red Blend,Finca Perdriel,white-buttery-and-complex,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
1001,US,95,118.0,California,Diamond Mountain District,Napa,En+Garde++Reserve+Cabernet+Sauvignon+,Cabernet Sauvignon,En Garde,red-bold-and-structured,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
1002,US,95,80.0,California,Napa Valley,Napa,Prime+Solum++Brokenrock+Vineyard+Cabernet+Sauvignon+,Cabernet Sauvignon,Prime Solum,,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
1003,US,95,150.0,California,Napa Valley,Napa,Yao+Ming++Cabernet+Sauvignon+,Cabernet Sauvignon,Yao Ming,white-aromatic-and-floral,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
1004,Australia,95,200.0,South Australia,South Australia,,Penfolds++Bin++Cabernet+Sauvignon+,Cabernet Sauvignon,Penfolds,red-savory-and-classic,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
1005,US,95,27.0,California,Santa Lucia Highlands,Central Coast,Novy++Syrah+,Syrah,Novy,white-buttery-and-complex,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
1006,Italy,95,150.0,Tuscany,Brunello di Montalcino,,Castello+Banfi++Poggio+all'Oro+Riserva++,Sangiovese Grosso,Castello Banfi,red-rich-and-intense,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
1007,Italy,95,75.0,Tuscany,Brunello di Montalcino,,Castelgiocondo+++Brunello+di+Montalcin,Sangiovese Grosso,Castelgiocondo,red-savory-and-classic,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
1008,Italy,95,50.0,Tuscany,Brunello di Montalcino,,Casanova+di+Neri+++Brunello+di+Montalcin,Sangiovese Grosso,Casanova di Neri,red-rich-and-intense,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
1009,US,95,85.0,California,Napa Valley,Napa,Dolce++Late+Harvest+Semillon-Sauvignon+Blanc+,Semillon-Sauvignon Blanc,Dolce,white-green-and-flinty,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]"
1010,Italy,95,75.0,Tuscany,Brunello di Montalcino,,Verbena++Riserva++,Sangiovese Grosso,Verbena,white-buttery-and-complex,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
1011,Italy,95,61.0,Tuscany,Brunello di Montalcino,,Tenimenti+Angelini++Val+di+Suga++,Sangiovese Grosso,Tenimenti Angelini,white-tropical-and-balanced,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
1012,Italy,95,120.0,Tuscany,Brunello di Montalcino,,Siro+Pacenti++Riserva++,Sangiovese Grosso,Siro Pacenti,white-green-and-flinty,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
1013,Italy,95,0.0,Tuscany,Tuscany,,Marchesi+de'+Frescobaldi++Castello+di+Pomino+Vendemmia+Tardiva+White+,White Blend,Marchesi de' Frescobaldi,white-aromatic-and-floral,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
1014,Italy,95,60.0,Tuscany,Brunello di Montalcino,,Poggio+Nardone++Riserva++,Sangiovese,Poggio Nardone,white-dry-and-nutty,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]"
1015,ETC,95,46.0,Alentejo,,,Mouchão++Red+,Portuguese Red,Mouchão,red-savory-and-classic,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]"
1016,France,95,143.0,Burgundy,Corton,,Domaine+des+Croix++La+Vigne+au+Saint++,Pinot Noir,Domaine des Croix,white-green-and-flinty,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
1017,Italy,95,200.0,Piedmont,Barbaresco,,Bruno+Giacosa++Asili++,Nebbiolo,Bruno Giacosa,white-aromatic-and-floral,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
1018,Italy,95,76.0,Piedmont,Barolo,,Elvio+Cogno++Ravera++,Nebbiolo,Elvio Cogno,,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1019,US,95,55.0,California,Sonoma Coast,Sonoma,Joseph+Phelps++Freestone+Vineyards+Estate+Grown+Chardonnay+,Chardonnay,Joseph Phelps,white-dry-and-nutty,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]"
1020,France,95,80.0,Champagne,Champagne,,Louis+Roederer++Rosé++,Champagne Blend,Louis Roederer,red-savory-and-classic,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
1021,Spain,95,149.0,Northern Spain,Rioja,,Sierra+Cantabria++Amancio++,Tempranillo,Sierra Cantabria,red-bold-and-structured,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1022,US,95,85.0,Oregon,Dundee Hills,Willamette Valley,Bergström++Bergström+Vineyard+Pinot+Noir+,Pinot Noir,Bergström,white-aromatic-and-floral,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
1023,France,95,320.0,Champagne,Champagne,,Moët+&+Chandon++Dom+Pérignon+Brut+Rosé++,Champagne Blend,Moët & Chandon,red-bold-and-structured,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1024,US,95,240.0,California,Napa Valley,Napa,Joseph+Phelps++Insignia+Estate+Grown+Red+,Bordeaux-style Red Blend,Joseph Phelps,red-savory-and-classic,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]"
1025,France,95,90.0,Champagne,Champagne,,Bruno+Paillard++Blanc+de+Blancs+Brut+Chardonnay+,Chardonnay,Bruno Paillard,white-aromatic-and-floral,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
1026,US,95,60.0,California,Sta. Rita Hills,Central Coast,Babcock++Slice+of+Heaven+Pinot+Noir+,Pinot Noir,Babcock,red-savory-and-classic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]"
1027,US,95,64.0,California,Anderson Valley,,Arista++Ferrington+Vineyard+Pinot+Noir+,Pinot Noir,Arista,white-tropical-and-balanced,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]"
1028,Italy,95,78.0,Piedmont,Barolo,,Fratelli+Alessandria++Monvigliero++,Nebbiolo,Fratelli Alessandria,white-green-and-flinty,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
1029,Italy,95,77.0,Piedmont,Barolo,,Pio+Cesare+++Barol,Nebbiolo,Pio Cesare,white-tropical-and-balanced,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
1030,US,95,55.0,California,Anderson Valley,,Black+Kite++River+Turn+Pinot+Noir+,Pinot Noir,Black Kite,red-rich-and-intense,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]"
1031,US,95,45.0,California,Sta. Rita Hills,Central Coast,Bonaccorsi++Fiddlestix+Vineyard+Pinot+Noir+,Pinot Noir,Bonaccorsi,white-tropical-and-balanced,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]"
1032,US,95,45.0,California,Anderson Valley,,Sean+Thackrey++Cassiopeia+Wentzel+Vineyard+Clone++Pinot+Noir+,Pinot Noir,Sean Thackrey,white-tropical-and-balanced,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]"
1033,Italy,95,69.0,Piedmont,Barolo,,Paolo+Scavino++Monvigliero++,Nebbiolo,Paolo Scavino,white-dry-and-nutty,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]"
1034,Italy,95,115.0,Piedmont,Barolo,,Michele+Chiarlo++Cerequio++,Nebbiolo,Michele Chiarlo,red-rich-and-intense,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
1035,ETC,95,25.0,Burgenland,,,Kracher+NV+Noble+Reserve+Trockenbeerenauslese+White+,Austrian white blend,Kracher,white-buttery-and-complex,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
1036,France,95,114.0,Champagne,Champagne,,Pol+Roger++Vintage+Brut++,Champagne Blend,Pol Roger,red-bold-and-structured,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1037,ETC,95,55.0,Eisenberg,,,Jalits++Diabas+Reserve+Blaufränkisch+,Blaufränkisch,Jalits,white-green-and-flinty,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
1038,US,95,65.0,California,Anderson Valley,,FEL++Ferrington+Vineyard+Pinot+Noir+,Pinot Noir,FEL,white-aromatic-and-floral,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
1039,Italy,95,113.0,Piedmont,Barolo,,Mascarello+Giuseppe+e+Figlio++Perno++,Nebbiolo,Mascarello Giuseppe e Figlio,red-savory-and-classic,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
1040,ETC,95,51.0,Burgenland,,,Kracher++Zwischen+den+Seen+Nr.++Trockenbeerenauslese+Scheurebe+,Scheurebe,Kracher,white-tropical-and-balanced,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0]"
1041,France,95,130.0,Champagne,Champagne,,Lanson++Noble+Cuvée+Brut++,Champagne Blend,Lanson,white-aromatic-and-floral,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
1042,ETC,95,60.0,Wachau,,,Emmerich+Knoll++Ried+Pfaffenberg+Auslese+Riesling+,Riesling,Emmerich Knoll,white-green-and-flinty,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
1043,ETC,95,45.0,Rheingau,,,Schloss+Schönborn++Hattenheim+Pfaffenberg+Spätlese+Riesling+,Riesling,Schloss Schönborn,,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
1044,Italy,95,95.0,Piedmont,Barolo,,Giovanni+Rosso++Cerretta++,Nebbiolo,Giovanni Rosso,white-aromatic-and-floral,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
1045,France,95,170.0,Burgundy,Chablis,,Domaine+Laroche++La+Réserve+de+l'Obédience+Les+Blanchots+Grand+Cru++,Chardonnay,Domaine Laroche,red-bold-and-structured,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1046,Spain,95,60.0,Northern Spain,Ribera del Duero,,Astrales+++Ribera+del+Duer,Tempranillo Blend,Astrales,red-light-and-perfumed,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
