Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,,,,,
amazon,2,2021-08-11,ne,vermont,burlington,wa,61,104,634,324,on,,,,,
footlocker,2,2021-11-18,ne,newhampshire,manchester,wsf,63,104,655,295,on,,,,,
footlocker,2,2021-03-16,s,mississippi,jackson,ma,25,104,260,96,out,,,,,
walmart,1,2021-09-19,s,arkansas,littlerock,waf,12,104,125,52,out,,,,,
sportsdirect,2,2021-05-13,ne,massachusetts,boston,wa,43,104,447,152,out,,,,,
amazon,2,2021-01-14,ne,massachusetts,boston,wa,34,104,354,152,out,,,,,
amazon,2,2021-06-12,ne,vermont,burlington,wsf,35,104,364,142,out,,,,,
amazon,2,2021-12-10,ne,vermont,burlington,ma,48,104,499,210,out,,,,,
amazon,2,2021-06-19,ne,newhampshire,manchester,waf,37,104,385,131,out,,,,,
amazon,2,2021-09-17,ne,newhampshire,manchester,wa,53,104,551,204,out,,,,,
footlocker,2,2021-11-04,ne,connecticut,hartford,wsf,36,103,371,137,out,,,,,
westgear,0,2020-01-21,w,nevada,lasvegas,maf,62,102,632,240,on,,,,,
westgear,0,2020-05-10,w,colorado,denver,wsf,51,102,520,260,on,,,,,
amazon,2,2021-02-22,w,alaska,anchorage,wa,52,102,530,233,on,,,,,
amazon,2,2021-07-20,w,alaska,anchorage,wsf,53,102,541,195,on,,,,,
amazon,2,2021-08-21,w,alaska,anchorage,wsf,54,102,551,198,on,,,,,
footlocker,0,2021-02-10,w,hawaii,honolulu,wa,44,102,449,247,on,,,,,
footlocker,0,2021-10-24,se,virginia,richmond,msf,38,102,388,174,on,,,,,
footlocker,0,2021-10-24,se,virginia,richmond,wa,59,102,602,265,on,,,,,
footlocker,2,2021-03-17,mw,missouri,st.louis,wa,34,102,347,225,on,,,,,
footlocker,2,2021-06-18,mw,missouri,st.louis,ma,38,102,388,174,on,,,,,
westgear,2,2021-03-10,w,utah,saltlakecity,maf,28,102,286,143,on,,,,,
westgear,0,2021-10-24,w,oregon,portland,msf,38,102,388,182,on,,,,,
footlocker,0,2021-04-23,w,arizona,phoenix,wsf,50,102,510,255,on,,,,,
sportsdirect,0,2021-10-13,se,georgia,atlanta,wa,64,102,653,255,on,,,,,
sportsdirect,0,2021-11-13,se,georgia,atlanta,ma,60,102,612,288,on,,,,,
amazon,2,2021-04-10,mw,ohio,columbus,waf,24,102,245,122,on,,,,,
walmart,1,2021-03-19,s,arkansas,littlerock,wa,24,102,245,125,on,,,,,
kohls,1,2021-01-16,s,oklahoma,oklahomacity,wa,23,102,235,117,on,,,,,
kohls,1,2021-07-12,mw,kansas,wichita,wsf,42,102,428,197,on,,,,,
kohls,1,2021-08-13,mw,kansas,wichita,wsf,47,102,479,240,on,,,,,
westgear,2,2021-08-03,mw,wisconsin,milwaukee,wa,52,102,530,271,on,,,,,
westgear,2,2021-12-02,mw,wisconsin,milwaukee,maf,49,102,500,235,on,,,,,
footlocker,2,2021-12-16,ne,westvirginia,charleston,waf,53,102,541,276,on,,,,,
sportsdirect,2,2021-07-20,ne,maryland,baltimore,wa,54,102,551,231,on,,,,,
footlocker,2,2021-07-13,ne,delaware,wilmington,wsf,41,102,418,226,on,,,,,
kohls,2,2021-05-06,ne,newjersey,newark,wa,51,102,520,271,on,,,,,
amazon,2,2021-07-17,ne,newhampshire,manchester,ma,60,102,612,251,on,,,,,
footlocker,2,2021-12-04,ne,pennsylvania,philadelphia,maf,44,102,449,188,out,,,,,
footlocker,0,2021-03-23,se,virginia,richmond,wa,35,102,357,129,out,,,,,
westgear,0,2021-08-17,s,louisiana,neworleans,wa,46,102,469,178,out,,,,,
footlocker,0,2021-10-23,w,arizona,phoenix,waf,32,102,326,127,out,,,,,
sportsdirect,0,2021-10-13,se,georgia,atlanta,ma,41,102,418,167,out,,,,,
sportsdirect,1,2021-01-23,s,mississippi,jackson,waf,13,102,133,62,out,,,,,
walmart,1,2021-04-20,s,arkansas,littlerock,maf,20,102,204,82,out,,,,,
westgear,1,2021-11-20,s,arkansas,littlerock,wsf,19,102,194,83,out,,,,,
westgear,1,2021-06-21,s,oklahoma,oklahomacity,waf,29,102,296,133,out,,,,,
sportsdirect,2,2021-12-06,ne,rhodeisland,providence,maf,37,102,377,140,out,,,,,
amazon,2,2021-11-14,ne,massachusetts,boston,maf,40,102,408,143,out,,,,,
amazon,2,2021-06-12,ne,vermont,burlington,waf,38,102,388,155,out,,,,,
westgear,2,2021-11-11,ne,vermont,burlington,wsf,46,102,469,174,out,,,,,
westgear,0,2020-07-24,w,washington,seattle,wa,71,101,717,251,on,,,,,
kohls,3,2021-01-16,mw,montana,billings,maf,43,101,434,195,on,,,,,
kohls,3,2021-01-20,mw,montana,billings,wa,55,101,556,217,on,,,,,
sportsdirect,1,2021-03-25,s,tennessee,knoxville,waf,33,101,333,213,on,,,,,
westgear,0,2021-01-10,ne,maine,portland,wsf,43,101,434,174,on,,,,,
amazon,2,2021-11-21,w,alaska,anchorage,wa,74,101,747,314,on,,,,,
footlocker,0,2021-03-09,w,hawaii,honolulu,wsf,57,101,576,225,on,,,,,
sportsdirect,0,2021-03-16,se,florida,orlando,wa,54,101,545,327,on,,,,,
footlocker,2,2021-07-17,mw,missouri,st.louis,waf,29,101,293,155,on,,,,,
westgear,2,2021-02-11,mw,missouri,st.louis,maf,24,101,242,114,on,,,,,
westgear,2,2021-02-11,w,utah,saltlakecity,ma,32,101,323,145,on,,,,,
westgear,2,2021-05-12,w,utah,saltlakecity,maf,29,101,293,144,on,,,,,
westgear,2,2021-08-11,w,utah,saltlakecity,waf,19,101,192,102,on,,,,,
westgear,0,2021-03-16,s,louisiana,neworleans,maf,51,101,515,283,on,,,,,
sportsdirect,1,2021-10-04,w,idaho,boise,waf,44,101,444,289,on,,,,,
footlocker,0,2021-07-22,w,arizona,phoenix,waf,48,101,485,218,on,,,,,
kohls,0,2021-04-26,w,newmexico,albuquerque,wa,69,101,697,265,on,,,,,
sportsdirect,0,2021-03-12,se,georgia,atlanta,maf,46,101,465,246,on,,,,,
amazon,2,2021-02-11,mw,ohio,columbus,waf,29,101,293,146,on,,,,,
amazon,2,2021-04-10,mw,ohio,columbus,ma,42,101,424,199,on,,,,,
amazon,2,2021-06-22,se,kentucky,louisville,wa,52,101,525,273,on,,,,,
footlocker,2,2021-01-20,se,kentucky,louisville,waf,23,101,232,123,on,,,,,
footlocker,2,2021-04-17,s,mississippi,jackson,wsf,14,101,141,78,on,,,,,
footlocker,2,2021-05-16,s,mississippi,jackson,waf,33,101,333,170,on,,,,,
westgear,1,2021-01-23,s,arkansas,littlerock,wa,23,101,232,121,on,,,,,
kohls,1,2021-12-19,s,oklahoma,oklahomacity,wsf,55,101,556,278,on,,,,,
westgear,2,2021-07-09,mw,indiana,indianapolis,wa,54,101,545,278,on,,,,,
kohls,2,2021-08-07,ne,newjersey,newark,maf,42,101,424,199,on,,,,,
sportsdirect,2,2021-12-06,ne,newjersey,newark,wa,59,101,596,322,on,,,,,
footlocker,2,2021-12-03,ne,connecticut,hartford,maf,51,101,515,263,on,,,,,
sportsdirect,2,2021-06-15,ne,massachusetts,boston,wa,54,101,545,218,on,,,,,
footlocker,0,2021-10-24,se,virginia,richmond,waf,31,101,313,116,out,,,,,
westgear,0,2021-05-18,s,louisiana,neworleans,waf,33,101,333,143,out,,,,,
kohls,0,2021-01-26,w,arizona,phoenix,waf,30,101,303,115,out,,,,,
kohls,1,2021-10-21,s,oklahoma,oklahomacity,wa,22,101,222,104,out,,,,,
amazon,2,2021-01-14,ne,massachusetts,boston,wsf,27,101,273,109,out,,,,,
amazon,2,2021-12-10,ne,vermont,burlington,waf,44,101,444,187,out,,,,,
amazon,2,2021-01-21,ne,vermont,burlington,wsf,28,101,283,102,out,,,,,
amazon,2,2021-01-21,ne,vermont,burlington,wa,35,101,354,141,out,,,,,
amazon,2,2021-04-18,ne,newhampshire,manchester,wa,33,101,333,123,out,,,,,
amazon,2,2021-05-17,ne,newhampshire,manchester,wsf,42,101,424,144,out,,,,,
footlocker,2,2021-06-22,mw,illinois,chicago,ma,60,100,6000,2100,out,,,,,
footlocker,2,2021-06-27,mw,illinois,chicago,waf,50,100,5000,2000,out,,,,,
footlocker,2,2021-11-18,ne,pennsylvania,philadelphia,waf,55,100,5500,1925,out,,,,,
footlocker,2,2021-12-18,ne,pennsylvania,philadelphia,waf,50,100,5000,1750,out,,,,,
footlocker,2,2021-12-19,ne,pennsylvania,philadelphia,ma,60,100,6000,1800,out,,,,,
footlocker,2,2020-10-20,se,florida,miami,waf,30,100,3000,1050,in,,,,,
footlocker,2,2020-11-05,mw,minnesota,minneapolis,maf,40,100,4000,1200,in,,,,,
footlocker,2,2020-11-06,mw,minnesota,minneapolis,wsf,30,100,3000,900,in,,,,,
footlocker,2,2020-12-12,mw,minnesota,minneapolis,wsf,35,100,3500,1050,out,,,,,
footlocker,2,2021-06-03,mw,nebraska,omaha,maf,40,100,4000,1400,out,,,,,
footlocker,2,2021-06-16,mw,nebraska,omaha,wsf,35,100,3500,1225,out,,,,,
footlocker,2,2021-07-06,mw,nebraska,omaha,ma,40,100,4000,1400,out,,,,,
footlocker,2,2021-07-10,mw,nebraska,omaha,wsf,20,100,2000,700,out,,,,,
footlocker,2,2021-07-24,mw,nebraska,omaha,ma,50,100,5000,1750,out,,,,,
amazon,2,2021-10-15,s,alabama,birmingham,waf,35,100,3500,1050,out,,,,,
amazon,2,2021-10-28,ne,maine,portland,ma,50,100,5000,1250,out,,,,,
amazon,2,2021-10-19,ne,maine,portland,waf,55,100,5500,1650,out,,,,,
amazon,2,2021-10-19,ne,maine,portland,ma,65,100,6500,1625,out,,,,,
footlocker,0,2021-03-23,se,virginia,richmond,ma,55,100,5500,2200,in,,,,,
westgear,0,2021-03-23,w,oregon,portland,ma,55,100,5500,2200,in,,,,,
amazon,2,2021-03-21,se,kentucky,louisville,waf,40,100,4000,1600,on,,,,,
amazon,2,2021-04-22,se,kentucky,louisville,waf,45,100,4500,1800,on,,,,,
kohls,1,2021-03-12,mw,kansas,wichita,waf,20,100,2000,700,on,,,,,
footlocker,2,2021-02-12,mw,southdakota,siouxfalls,waf,35,100,3500,1050,on,,,,,
footlocker,2,2021-04-12,mw,southdakota,siouxfalls,ma,60,100,6000,2100,on,,,,,
footlocker,2,2021-05-13,mw,southdakota,siouxfalls,waf,45,100,4500,1350,on,,,,,
sportsdirect,2,2021-02-09,mw,northdakota,fargo,waf,30,100,3000,900,on,,,,,
sportsdirect,2,2021-04-09,mw,northdakota,fargo,ma,60,100,6000,2100,in,,,,,
sportsdirect,2,2021-05-10,mw,northdakota,fargo,waf,40,100,4000,1200,in,,,,,
footlocker,2,2021-01-06,mw,northdakota,fargo,waf,25,100,2500,750,in,,,,,
footlocker,2,2021-03-05,mw,iowa,desmoines,waf,15,100,1500,450,in,,,,,
footlocker,2,2021-04-06,mw,iowa,desmoines,waf,15,100,1500,450,in,,,,,
westgear,2,2021-01-03,mw,iowa,desmoines,waf,25,100,2500,750,in,,,,,
westgear,2,2021-04-03,mw,wisconsin,milwaukee,ma,60,100,6000,3000,in,,,,,
westgear,2,2021-05-20,ne,maryland,baltimore,waf,40,100,4000,1400,in,,,,,
sportsdirect,2,2021-09-20,ne,maryland,baltimore,waf,40,100,4000,1400,in,,,,,
sportsdirect,2,2021-09-20,ne,maryland,baltimore,ma,50,100,5000,1500,in,,,,,
sportsdirect,2,2021-10-22,ne,maryland,baltimore,wsf,50,100,5000,1750,in,,,,,
kohls,2,2021-02-08,ne,newjersey,newark,waf,30,100,3000,1200,in,,,,,
kohls,2,2021-04-07,ne,newjersey,newark,waf,30,100,3000,1200,in,,,,,
kohls,2,2021-04-07,ne,newjersey,newark,ma,45,100,4500,1350,in,,,,,
sportsdirect,2,2021-03-03,ne,connecticut,hartford,waf,35,100,3500,1050,in,,,,,
footlocker,2,2021-09-06,ne,rhodeisland,providence,waf,40,100,4000,1600,in,,,,,
footlocker,2,2021-09-06,ne,rhodeisland,providence,ma,50,100,5000,1500,in,,,,,
footlocker,2,2021-10-08,ne,rhodeisland,providence,wsf,50,100,5000,2000,in,,,,,
sportsdirect,2,2021-01-17,ne,rhodeisland,providence,waf,35,100,3500,875,in,,,,,
sportsdirect,2,2021-03-13,ne,massachusetts,boston,ma,50,100,5000,1250,in,,,,,
sportsdirect,2,2021-10-15,ne,massachusetts,boston,waf,55,100,5500,1375,in,,,,,
sportsdirect,2,2021-10-15,ne,massachusetts,boston,ma,65,100,6500,1625,in,,,,,
sportsdirect,1,2021-10-08,s,texas,dallas,ma,36,100,360,162,on,,,,,
westgear,0,2020-05-01,w,colorado,denver,wa,74,100,740,259,on,,,,,
westgear,0,2020-05-05,w,colorado,denver,waf,59,100,590,283,on,,,,,
kohls,3,2021-02-18,mw,montana,billings,ma,50,100,500,365,on,,,,,
sportsdirect,1,2021-04-30,s,tennessee,knoxville,waf,53,100,530,371,on,,,,,
amazon,2,2021-05-20,w,alaska,anchorage,wa,67,100,670,275,on,,,,,
sportsdirect,0,2021-03-16,se,florida,orlando,maf,58,100,580,220,on,,,,,
walmart,0,2021-10-17,se,florida,orlando,msf,47,100,470,207,on,,,,,
footlocker,2,2021-09-19,mw,missouri,st.louis,maf,28,100,280,132,on,,,,,
westgear,2,2021-03-10,w,utah,saltlakecity,wa,29,100,290,186,on,,,,,
westgear,2,2021-10-11,w,utah,saltlakecity,maf,19,100,190,95,on,,,,,
westgear,0,2021-01-17,w,oregon,portland,msf,33,100,330,168,on,,,,,
westgear,0,2021-01-17,w,oregon,portland,maf,42,100,420,227,on,,,,,
westgear,0,2021-05-18,s,louisiana,neworleans,maf,47,100,470,244,on,,,,,
westgear,0,2021-10-17,s,louisiana,neworleans,wsf,42,100,420,210,on,,,,,
sportsdirect,0,2021-09-14,se,georgia,atlanta,ma,54,100,540,259,on,,,,,
footlocker,2,2021-03-16,s,mississippi,jackson,maf,24,100,240,113,on,,,,,
walmart,2,2021-09-16,s,mississippi,jackson,waf,19,100,190,105,on,,,,,
footlocker,2,2021-11-17,ne,westvirginia,charleston,wa,64,100,640,326,on,,,,,
kohls,2,2021-12-13,ne,delaware,wilmington,maf,50,100,500,240,on,,,,,
amazon,2,2021-12-10,ne,vermont,burlington,maf,55,100,550,303,on,,,,,
footlocker,2,2021-11-28,ne,pennsylvania,philadelphia,maf,45,99,446,174,out,,,,,
walmart,0,2021-09-18,se,florida,orlando,wa,42,99,416,204,out,,,,,
footlocker,0,2021-11-23,w,arizona,phoenix,ma,44,99,436,157,out,,,,,
sportsdirect,0,2021-01-13,w,newmexico,albuquerque,waf,28,99,277,116,out,,,,,
walmart,1,2021-10-21,s,arkansas,littlerock,wsf,16,99,158,73,out,,,,,
footlocker,2,2021-12-03,ne,connecticut,hartford,ma,42,99,416,146,out,,,,,
amazon,2,2021-10-12,ne,vermont,burlington,maf,44,99,436,213,out,,,,,
amazon,2,2021-03-17,ne,newhampshire,manchester,wa,36,99,356,135,out,,,,,
footlocker,2,2021-10-19,ne,newhampshire,manchester,maf,44,99,436,192,out,,,,,
footlocker,2,2021-01-24,ne,newhampshire,manchester,wsf,35,99,347,94,out,,,,,
footlocker,2,2021-12-02,ne,pennsylvania,philadelphia,wa,64,98,627,263,on,,,,,
westgear,0,2020-04-07,w,colorado,denver,wa,72,98,706,176,on,,,,,
westgear,0,2020-04-10,w,colorado,denver,wsf,59,98,578,347,on,,,,,
westgear,0,2020-07-22,w,washington,seattle,waf,58,98,568,250,on,,,,,
footlocker,2,2020-11-27,mw,minnesota,minneapolis,wa,54,98,529,291,on,,,,,
footlocker,2,2020-12-10,mw,minnesota,minneapolis,msf,41,98,402,189,on,,,,,
kohls,3,2020-12-31,mw,minnesota,minneapolis,waf,44,98,431,224,on,,,,,
kohls,3,2021-02-24,mw,montana,billings,ma,54,98,529,397,on,,,,,
sportsdirect,1,2021-05-06,s,tennessee,knoxville,waf,38,98,372,261,on,,,,,
sportsdirect,1,2021-08-10,s,alabama,birmingham,waf,32,98,314,194,on,,,,,
amazon,2,2021-11-18,ne,maine,portland,msf,62,98,608,298,on,,,,,
westgear,0,2021-01-10,ne,maine,portland,msf,33,98,323,113,on,,,,,
footlocker,0,2021-02-10,w,alaska,anchorage,maf,42,98,412,132,on,,,,,
footlocker,0,2021-05-11,w,hawaii,honolulu,maf,58,98,568,188,on,,,,,
footlocker,0,2021-05-11,w,hawaii,honolulu,wsf,56,98,549,220,on,,,,,
walmart,0,2021-04-17,se,florida,orlando,maf,66,98,647,226,on,,,,,
walmart,0,2021-10-17,se,florida,orlando,ma,59,98,578,179,on,,,,,
footlocker,0,2021-05-25,se,virginia,richmond,maf,51,98,500,225,on,,,,,
footlocker,0,2021-10-24,se,virginia,richmond,waf,41,98,402,197,on,,,,,
footlocker,2,2021-01-18,mw,michigan,detroit,ma,39,98,382,187,on,,,,,
westgear,2,2021-01-11,mw,missouri,st.louis,ma,33,98,323,152,on,,,,,
westgear,2,2021-04-11,w,utah,saltlakecity,wsf,14,98,137,63,on,,,,,
westgear,2,2021-05-12,w,utah,saltlakecity,wsf,25,98,245,123,on,,,,,
westgear,0,2021-01-24,w,utah,saltlakecity,msf,27,98,265,127,on,,,,,
footlocker,0,2021-05-24,w,arizona,phoenix,wa,64,98,627,226,on,,,,,
footlocker,0,2021-11-23,w,arizona,phoenix,waf,42,98,412,193,on,,,,,
kohls,0,2021-03-25,w,newmexico,albuquerque,wa,50,98,490,186,on,,,,,
kohls,0,2021-04-26,w,newmexico,albuquerque,maf,59,98,578,289,on,,,,,
sportsdirect,0,2021-02-13,se,georgia,atlanta,wa,37,98,363,131,on,,,,,
amazon,2,2021-03-09,mw,ohio,columbus,waf,24,98,235,122,on,,,,,
footlocker,2,2021-12-21,se,kentucky,louisville,maf,52,98,510,245,on,,,,,
footlocker,2,2021-12-21,se,kentucky,louisville,wa,64,98,627,332,on,,,,,
walmart,2,2021-10-18,s,mississippi,jackson,wsf,24,98,235,127,on,,,,,
walmart,2,2021-10-18,s,mississippi,jackson,ma,32,98,314,157,on,,,,,
walmart,1,2021-02-21,s,arkansas,littlerock,ma,34,98,333,150,on,,,,,
walmart,1,2021-03-19,s,arkansas,littlerock,maf,20,98,196,88,on,,,,,
walmart,1,2021-06-21,s,arkansas,littlerock,waf,37,98,363,189,on,,,,,
walmart,1,2021-06-21,s,arkansas,littlerock,ma,54,98,529,254,on,,,,,
westgear,1,2021-01-23,s,arkansas,littlerock,wsf,15,98,147,81,on,,,,,
westgear,1,2021-02-21,s,oklahoma,oklahomacity,wa,18,98,176,90,on,,,,,
westgear,1,2021-05-19,s,oklahoma,oklahomacity,wa,42,98,412,214,on,,,,,
westgear,1,2021-07-19,s,oklahoma,oklahomacity,ma,59,98,578,266,on,,,,,
westgear,1,2021-09-19,s,oklahoma,oklahomacity,maf,38,98,372,168,on,,,,,
kohls,1,2021-02-14,mw,kansas,wichita,wa,18,98,176,86,on,,,,,
sportsdirect,2,2021-07-08,mw,northdakota,fargo,wa,54,98,529,286,on,,,,,
footlocker,2,2021-08-06,mw,iowa,desmoines,wa,53,98,519,286,on,,,,,
westgear,2,2021-06-03,mw,wisconsin,milwaukee,wa,51,98,500,275,on,,,,,
westgear,2,2021-11-10,mw,indiana,indianapolis,maf,33,98,323,178,on,,,,,
westgear,2,2021-07-16,ne,westvirginia,charleston,wsf,49,98,480,255,on,,,,,
footlocker,2,2021-02-15,ne,delaware,wilmington,wa,39,98,382,203,on,,,,,
kohls,2,2021-11-14,ne,delaware,wilmington,wa,64,98,627,345,on,,,,,
kohls,2,2021-12-13,ne,delaware,wilmington,waf,53,98,519,280,on,,,,,
kohls,2,2021-07-06,ne,newjersey,newark,maf,42,98,412,206,on,,,,,
amazon,2,2021-11-14,ne,massachusetts,boston,wa,64,98,627,282,on,,,,,
amazon,2,2021-12-13,ne,massachusetts,boston,wsf,51,98,500,195,on,,,,,
amazon,2,2021-01-14,ne,massachusetts,boston,wa,44,98,431,220,on,,,,,
amazon,2,2021-07-10,ne,vermont,burlington,wsf,46,98,451,216,on,,,,,
amazon,2,2021-02-19,ne,newhampshire,manchester,wa,46,98,451,216,on,,,,,
amazon,2,2021-04-18,ne,newhampshire,manchester,wa,46,98,451,207,on,,,,,
amazon,2,2021-05-17,ne,newhampshire,manchester,wsf,51,98,500,210,on,,,,,
amazon,2,2021-09-17,ne,newhampshire,manchester,wa,68,98,666,307,on,,,,,
footlocker,2,2021-11-18,ne,newhampshire,manchester,maf,62,98,608,316,on,,,,,
sportsdirect,1,2021-09-27,s,alabama,birmingham,waf,26,98,255,171,out,,,,,
footlocker,0,2021-03-23,se,virginia,richmond,maf,35,98,343,141,out,,,,,
westgear,0,2021-02-24,w,oregon,portland,wa,28,98,274,96,out,,,,,
westgear,0,2021-03-23,w,oregon,portland,maf,40,98,392,161,out,,,,,
footlocker,2,2021-02-18,s,mississippi,jackson,waf,19,98,186,86,out,,,,,
footlocker,2,2021-04-17,s,mississippi,jackson,ma,30,98,294,118,out,,,,,
westgear,1,2021-02-21,s,arkansas,littlerock,wsf,12,98,118,55,out,,,,,
kohls,1,2021-12-19,s,oklahoma,oklahomacity,ma,55,98,539,216,out,,,,,
sportsdirect,2,2021-08-14,ne,massachusetts,boston,wa,46,98,451,158,out,,,,,
westgear,2,2021-11-11,ne,vermont,burlington,maf,47,98,461,226,out,,,,,
westgear,2,2021-11-11,ne,vermont,burlington,wsf,57,96,547,263,on,,,,,
sportsdirect,1,2021-08-27,s,texas,dallas,ma,29,96,278,103,out,,,,,
westgear,0,2020-03-18,w,nevada,lasvegas,waf,26,96,250,85,out,,,,,
walmart,0,2021-08-17,se,florida,orlando,wa,60,96,576,282,out,,,,,
walmart,0,2021-09-18,se,florida,orlando,wsf,39,96,374,124,out,,,,,
westgear,0,2021-03-16,s,louisiana,neworleans,waf,43,96,413,178,out,,,,,
westgear,0,2021-09-18,s,louisiana,neworleans,wsf,30,96,288,132,out,,,,,
kohls,0,2021-04-26,w,newmexico,albuquerque,waf,37,96,355,139,out,,,,,
sportsdirect,0,2021-04-13,se,georgia,atlanta,waf,40,96,384,173,out,,,,,
footlocker,2,2021-04-17,s,mississippi,jackson,waf,16,96,154,66,out,,,,,
walmart,1,2021-04-20,s,arkansas,littlerock,wsf,11,96,106,50,out,,,,,
kohls,1,2021-11-20,s,oklahoma,oklahomacity,maf,11,96,106,40,out,,,,,
sportsdirect,2,2021-02-05,ne,connecticut,hartford,wa,32,96,307,120,out,,,,,
sportsdirect,2,2021-06-05,ne,connecticut,hartford,wsf,35,96,336,111,out,,,,,
footlocker,2,2021-12-03,ne,connecticut,hartford,waf,38,96,365,128,out,,,,,
footlocker,2,2021-08-07,ne,rhodeisland,providence,wa,38,96,365,171,out,,,,,
amazon,2,2021-03-10,ne,vermont,burlington,wa,29,96,278,128,out,,,,,
amazon,2,2021-05-10,ne,vermont,burlington,wsf,37,96,355,131,out,,,,,
amazon,2,2021-07-10,ne,vermont,burlington,waf,36,96,346,145,out,,,,,
amazon,2,2021-11-11,ne,vermont,burlington,waf,42,96,403,157,out,,,,,
amazon,2,2021-02-19,ne,vermont,burlington,wsf,31,96,298,101,out,,,,,
amazon,2,2021-02-19,ne,newhampshire,manchester,ma,41,96,394,130,out,,,,,
footlocker,2,2021-11-18,ne,newhampshire,manchester,ma,59,96,566,193,out,,,,,
footlocker,2,2021-07-22,mw,nebraska,omaha,wsf,30,95,2850,998,out,,,,,
footlocker,2,2021-12-08,ne,pennsylvania,philadelphia,wa,64,95,608,261,on,,,,,
westgear,0,2020-01-25,w,nevada,lasvegas,wa,78,95,741,252,on,,,,,
westgear,0,2020-04-01,w,colorado,denver,wa,52,95,494,143,on,,,,,
sportsdirect,1,2021-03-14,s,tennessee,knoxville,ma,39,95,371,148,on,,,,,
sportsdirect,1,2021-09-21,s,alabama,birmingham,waf,58,95,551,391,on,,,,,
footlocker,0,2021-10-24,se,virginia,richmond,wsf,46,95,437,201,on,,,,,
footlocker,2,2021-03-17,mw,missouri,st.louis,wsf,23,95,219,101,on,,,,,
footlocker,2,2021-09-19,mw,missouri,st.louis,wa,28,95,266,170,on,,,,,
westgear,0,2021-05-25,w,oregon,portland,wsf,50,95,475,238,on,,,,,
westgear,0,2021-03-16,s,louisiana,neworleans,wa,41,95,390,175,on,,,,,
westgear,0,2021-10-17,s,louisiana,neworleans,ma,47,95,447,263,on,,,,,
footlocker,0,2021-03-22,w,arizona,phoenix,maf,48,95,456,251,on,,,,,
footlocker,0,2021-06-23,w,arizona,phoenix,waf,46,95,437,219,on,,,,,
kohls,0,2021-10-26,w,newmexico,albuquerque,waf,46,95,437,214,on,,,,,
sportsdirect,0,2021-03-12,se,georgia,atlanta,wa,48,95,456,164,on,,,,,
amazon,2,2021-07-21,se,kentucky,louisville,maf,44,95,418,205,on,,,,,
sportsdirect,1,2021-01-23,s,mississippi,jackson,ma,34,95,323,155,on,,,,,
footlocker,1,2021-12-12,mw,kansas,wichita,wsf,58,95,551,253,on,,,,,
sportsdirect,2,2021-08-09,mw,northdakota,fargo,wa,54,95,513,272,on,,,,,
westgear,2,2021-05-18,ne,westvirginia,charleston,wa,52,95,494,272,on,,,,,
footlocker,2,2021-11-17,ne,westvirginia,charleston,maf,33,95,314,166,on,,,,,
footlocker,2,2021-12-16,ne,westvirginia,charleston,ma,61,95,580,290,on,,,,,
footlocker,2,2021-11-04,ne,connecticut,hartford,wa,67,95,637,299,on,,,,,
sportsdirect,2,2021-11-07,ne,rhodeisland,providence,msf,55,95,523,256,on,,,,,
amazon,2,2021-09-17,ne,newhampshire,manchester,maf,54,95,513,267,on,,,,,
footlocker,2,2021-07-13,mw,illinois,chicago,maf,41,94,385,177,on,,,,,
footlocker,2,2021-07-17,mw,illinois,chicago,wa,50,94,470,306,on,,,,,
sportsdirect,1,2021-08-15,s,texas,dallas,ma,37,94,348,122,on,,,,,
westgear,0,2020-01-19,w,nevada,lasvegas,wa,54,94,508,173,on,,,,,
westgear,0,2020-03-02,w,nevada,lasvegas,wa,68,94,639,160,on,,,,,
westgear,0,2020-04-03,w,colorado,denver,maf,59,94,555,194,on,,,,,
westgear,0,2020-07-23,w,washington,seattle,ma,69,94,649,227,on,,,,,
footlocker,2,2021-07-14,mw,nebraska,omaha,msf,36,94,338,183,on,,,,,
footlocker,0,2021-02-10,w,alaska,anchorage,wsf,44,94,414,149,on,,,,,
footlocker,0,2021-04-10,w,hawaii,honolulu,wa,66,94,620,310,on,,,,,
sportsdirect,2,2021-03-15,mw,michigan,detroit,ma,43,94,404,210,on,,,,,
footlocker,2,2021-02-18,mw,michigan,detroit,maf,28,94,263,129,on,,,,,
footlocker,2,2021-07-17,mw,missouri,st.louis,ma,37,94,348,170,on,,,,,
westgear,2,2021-04-11,w,utah,saltlakecity,maf,25,94,235,106,on,,,,,
footlocker,0,2021-04-23,w,arizona,phoenix,wa,67,94,630,227,on,,,,,
footlocker,0,2021-08-23,w,arizona,phoenix,wa,65,94,611,244,on,,,,,
sportsdirect,0,2021-04-13,se,georgia,atlanta,wsf,50,94,470,235,on,,,,,
amazon,2,2021-09-23,se,kentucky,louisville,maf,44,94,414,203,on,,,,,
walmart,1,2021-09-19,s,arkansas,littlerock,ma,23,94,216,108,on,,,,,
westgear,1,2021-11-20,s,arkansas,littlerock,maf,14,94,132,66,on,,,,,
westgear,1,2021-04-20,s,oklahoma,oklahomacity,wa,28,94,263,145,on,,,,,
westgear,1,2021-07-19,s,oklahoma,oklahomacity,wsf,44,94,414,223,on,,,,,
kohls,1,2021-12-19,s,oklahoma,oklahomacity,waf,54,94,508,269,on,,,,,
kohls,1,2021-05-12,mw,kansas,wichita,wa,42,94,395,178,on,,,,,
